TARGETID,Z,LOGMSTAR,HALPHA_FLUX,HALPHA_BD
39633270614261946,0.04903198026,8.8328505,37.42363,2.8846064
39633237282132557,0.2839033773,10.098433,66.527298,3.7414453
39628412465188377,0.2864122154,9.9126692,91.263199,4.6616182
39633455599847639,0.4544623747,10.562914,147.60321,4.9941425
39627503714703020,0.1980316721,9.7749434,141.94926,2.9143448
39627673818895282,0.05798090733,8.8555412,55.049477,2.8599999
39627612313617305,0.3416971733,11.197906,61.057697,6.2265
39627786842800838,0.2383904055,9.5882921,82.54953,3.1285341
39633419801464324,0.1372986834,10.613761,132.31854,5.6473031
39633259444831943,0.4756812411,10.315763,127.38393,4.397923
39627836826323401,0.0420260332,10.119463,375.98352,5.0609918
39627944657686174,0.3525013383,11.578401,42.948147,4.4130387
39633153098254284,0.4546465008,10.874993,35.198887,4.388936
39627634983830494,0.2024062724,10.064247,229.45317,4.5328727
39627913846327631,0.3013333444,9.93571,63.726177,4.0801964
39627932825551436,0.2366790104,10.392083,63.184002,5.2953076
39627935438603966,0.4046601261,10.348786,62.468433,4.2211056
39627763493109988,0.1426554398,9.7206602,107.76205,4.0952072
39627710024124389,0.2806820702,10.374714,131.31403,5.0430288
39632952044295771,0.1389314055,9.9395332,301.53076,4.0543766
39627854002000258,0.09935936189,9.5810432,71.674324,3.3347442
39627685344841146,0.3281162551,9.9103575,84.877762,4.0650978
39633149327576625,0.3065006754,10.040422,42.498695,2.8797359
39627953172122619,0.1107999704,9.6080379,143.11812,3.0884163
39628296945666676,0.1704628012,10.408841,80.711639,4.9523306
39632936315652747,0.09498586534,8.8789625,111.43935,3.4363894
39627910683823268,0.1945312666,9.772089,60.965427,3.4467139
39628061548741189,0.3922124595,10.691286,49.382328,5.8330626
39628001041711247,0.1843585486,9.9497681,106.62717,5.4325285
39627791544616212,0.07699688867,8.1584902,264.51752,2.938576
39628497097855380,0.1344864331,10.826392,451.87222,5.0356045
39633287034962387,0.1332065203,9.468359,37.107098,3.0108376
39628479762795051,0.0152256052,7.3702173,48.0924,2.8599999
39628307817303212,0.08533557286,9.2729921,62.937847,3.3798699
39628384648563740,0.2773001451,9.5316381,249.85179,3.0452809
39627658413217923,0.2385065581,9.9714041,75.964203,4.5290208
39632971124180133,0.3727593006,10.700143,125.11809,4.7679639
39633255938393554,0.1268522453,9.4156837,288.26767,3.4025605
39627694643614976,0.153465932,9.6062365,150.22928,3.3543441
39627895500439958,0.09253283992,9.0806961,53.366699,2.8599999
39632972105646887,0.05335098806,9.0923233,55.932819,3.2651277
39627742127327016,0.337722171,10.436861,125.16602,5.0232315
39633224158151241,0.2255937903,9.8157215,75.400223,4.309535
